serie_id,fallas_historicas,costo_historico,primera_falla,ultima_falla
"888G3||Crankshaft vibration damper||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,2038.5900000000001,2024-10-01,2025-01-01
"888G3||Crankshaft vibration damper||VIBRATION,OUT OF BALANCE,OUT OF ROUND,",1,193.21,2025-01-01,2025-01-01
"888G3||Crankshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,31.83,2024-11-01,2024-11-01
888G3||Cylinder block||TESTED (Unable to reproduce fault),1,265.39,2024-07-01,2024-07-01
"888G3||Cylinder block||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,6252.75,2025-08-01,2025-08-01
888G3||Cylinder head cover||LEAKING,1,486.65,2025-09-01,2025-09-01
888G3||Cylinder head gasket||LEAKING,7,18805.53,2024-07-01,2025-11-01
"888G3||Cylinder head gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,11249.09,2024-05-01,2025-11-01
888G3||Cylinder head||Repair as instructed,1,54.06,2024-05-01,2024-05-01
"888G3||Damper||STIFF (STICKS, JAMS,SEIZED)",1,27.44,2025-08-01,2025-08-01
888G3||Dipstick||NOISY,2,223.53,2024-11-01,2025-04-01
888G3||Dipstick||Repair as instructed,2,228.17000000000002,2025-06-01,2025-07-01
"888G3||Drive plate for converter||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1205.71,2025-02-01,2025-02-01
"888G3||EGR change over valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,53.22,2025-09-01,2025-09-01
888G3||Elec inj wiring loom||INCORRECT STANDARD PART/SPECIFICATION,2,584.46,2025-03-01,2025-10-01
"888G3||Engine complete||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,3205.21,2024-09-01,2024-09-01
888G3||Engine complete||NOISY,2,3258.35,2024-09-01,2024-09-01
"888G3||Engine speed sender wheel||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1302.63,2024-10-01,2024-10-01
"888G3||Engine wiring loom||CABLE (PINCHED, SHORT CIRCUIT)",1,426.54,2025-05-01,2025-05-01
"888G3||Exhaust manifold gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,218.99,2024-12-01,2025-11-01
"888G3||Exhaust manifold||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,362.27,2024-08-01,2025-05-01
"888G3||Fuel distributor||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",2,171.07999999999998,2025-01-01,2025-05-01
888G3||Fuel distributor||LEAKING,2,1224.1,2024-11-01,2025-10-01
"888G3||Fuel pressure regulating valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,632.8299999999999,2024-10-01,2025-08-01
888G3||Fuel pressure regulating valve||VEHICLE BUY-BACK,1,45.62,2025-05-01,2025-05-01
888G3||Fuel pressure sender||LEAKING,1,110.46,2025-07-01,2025-07-01
"888G3||Fuel pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,575.88,2024-06-01,2024-07-01
"888G3||Gas distribution rail||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,427.8,2024-05-01,2024-05-01
888G3||Gas pressore sensor||ELECTRICAL FAULT,2,284.1,2024-08-01,2024-08-01
"888G3||Glow plug||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,78.01,2025-09-01,2025-09-01
888G3||High pressure pump||LEAKING,2,601.56,2025-06-01,2025-08-01
"888G3||Hydraulic bucket tappet||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1577.5,2025-07-01,2025-07-01
888G3||Impulse sender for camshaft||ELECTRICAL FAULT,5,1472.79,2024-08-01,2025-10-01
"888G3||Impulse sender for camshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,800.76,2025-03-01,2025-10-01
"888G3||Impulse sender for camshaft||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,318.96,2025-05-01,2025-05-01
888G3||Impulse sender for crankshaft||ELECTRICAL FAULT,2,163.59,2024-05-01,2025-02-01
"888G3||Impulse sender for crankshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,195.49,2024-08-01,2024-08-01
"888G3||Injector||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,510.42,2024-10-01,2024-11-01
"888G3||Inlet Manifold||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",2,200.44,2025-01-01,2025-06-01
888G3||Inlet Manifold||LEAKING,2,746.71,2024-12-01,2025-05-01
"888G3||Inlet Manifold||STIFF (STICKS, JAMS,SEIZED)",2,1318.79,2024-10-01,2024-12-01
"888G3||Inlet Manifold||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,544.49,2024-10-01,2024-10-01
"888G3||Intake air temperature sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,753.37,2025-01-01,2025-10-01
888G3||Intermediate shaft seal||LEAKING,1,95.34,2025-07-01,2025-07-01
888G3||Knock sensor||ELECTRICAL FAULT,1,679.55,2024-11-01,2024-11-01
"888G3||Knock sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,2076.09,2024-03-01,2024-12-01
"888G3||Oil cooler pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,80.81,2025-05-01,2025-05-01
888G3||Oil cooler||LEAKING,3,1190.04,2024-07-01,2025-08-01
"888G3||Oil cooler||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,3337.1,2024-08-01,2025-10-01
"888G3||Oil filler cap||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,27.33,2024-08-01,2024-08-01
888G3||Oil filler cap||LEAKING,4,230.51,2024-05-01,2025-09-01
"888G3||Oil filler neck||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,84.06,2025-09-01,2025-09-01
888G3||Oil filler neck||MISSING STANDARD PART,1,34.24,2024-02-01,2024-02-01
"888G3||Oil filler neck||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,271.85,2024-11-01,2024-11-01
888G3||Oil filter flange||LEAKING,3,1311.73,2024-07-01,2025-09-01
888G3||Oil filter||LEAKING,2,158.76000000000002,2025-03-01,2025-09-01
"888G3||Oil filter||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,419.38,2024-11-01,2025-06-01
888G3||Oil level sensor||LEAKING,3,130.32999999999998,2025-02-01,2025-11-01
888G3||Oil pressure sender||ELECTRICAL FAULT,1,28.82,2025-04-01,2025-04-01
"888G3||Oil pressure sender||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,74.42,2024-08-01,2025-08-01
"888G3||Oil pump drive||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,4127.81,2025-01-01,2025-06-01
"888G3||Oil pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,29331.52,2025-02-01,2025-08-01
"888G3||Oil pump||STIFF (STICKS, JAMS,SEIZED)",1,5422.21,2025-08-01,2025-08-01
888G3||Oil return pipe||LEAKING,2,733.53,2024-10-01,2025-08-01
"888G3||Oil return pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,732.82,2024-07-01,2024-07-01
888G3||Oil separator||Repair as instructed,1,7298.35,2024-08-01,2024-08-01
"888G3||Oil separator||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,924.77,2025-02-01,2025-04-01
888G3||Oil supply pipe||LEAKING,2,412.2,2025-07-01,2025-09-01
"888G3||Oil temperature sender||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,43.83,2024-09-01,2024-09-01
888G3||Piston cooling oil jet||INEFFECTIVE,1,75.03,2025-05-01,2025-05-01
"888G3||Piston cooling oil jet||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,843.3,2024-11-01,2025-09-01
"888G3||Piston ring set||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,8613.4,2025-05-01,2025-07-01
"888G3||Pistons||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,14708.08,2024-11-01,2025-10-01
"888G3||Pressure limiting valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,484.56999999999994,2025-04-01,2025-11-01
888G3||Pressure regulating valve||LEAKING,1,345.2,2025-11-01,2025-11-01
"888G3||Pressure regulating valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,83.38,2025-10-01,2025-10-01
"888G3||Pressure regulator||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,48.1,2025-02-01,2025-02-01
"888G3||Rocker arm||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,6860.86,2024-10-01,2025-11-01
"888G3||Rocker arm||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,1991.23,2025-05-01,2025-05-01
"888G3||Seal||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,117.34,2024-08-01,2024-09-01
888G3||Spark plug||INEFFECTIVE,1,206.58,2024-08-01,2024-08-01
"888G3||Sprocket for camshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,823.33,2025-05-01,2025-05-01
888G3||Sump upper part||LEAKING,4,6048.09,2024-10-01,2025-11-01
"888G3||Sump upper part||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,127.75999999999999,2025-01-01,2025-08-01
888G3||Sump||NOISY,1,4605.87,2025-04-01,2025-04-01
"888G3||Temperature sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,96.74,2025-10-01,2025-10-01
888G3||Thermostat housing||ELECTRICAL FAULT,2,1448.79,2024-11-01,2025-07-01
888G3||Thermostat housing||Repair as instructed,1,580.51,2025-10-01,2025-10-01
"888G3||Thermostat||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,46.8,2025-02-01,2025-02-01
"888G3||Throttle valve control part||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,18.35,2025-03-01,2025-03-01
"888G3||Throttle valve control part||STIFF (STICKS, JAMS,SEIZED)",2,93.96000000000001,2024-12-01,2025-04-01
"888G3||Throttle valve housing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,17.41,2025-11-01,2025-11-01
"888G3||Timing chain||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,234.88,2025-06-01,2025-06-01
888G3||Turbocharger||LEAKING,4,4140.42,2024-12-01,2025-10-01
888G3||Turbocharger||NOISY,4,3447.4399999999996,2024-07-01,2025-11-01
"888G3||Turbocharger||STIFF (STICKS, JAMS,SEIZED)",2,1875.8,2024-12-01,2025-10-01
888G3||Turbocharger||TESTED (Unable to reproduce fault),1,62.67,2024-10-01,2024-10-01
"888G3||Turbocharger||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,55.65,2025-02-01,2025-02-01
888G3||Two-part flywheel||LEAKING,1,1124.7,2024-10-01,2024-10-01
"888G3||Two-part flywheel||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,6682.77,2024-07-01,2025-06-01
"888G3||Valve spring||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,2391.89,2025-06-01,2025-06-01
"888G3||Valve spring||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1237.88,2024-08-01,2024-08-01
"888G3||Valve stem seal||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,4151.62,2025-07-01,2025-10-01
888G3||Varible intake manifold flap valve||ELECTRICAL FAULT,1,488.02,2025-11-01,2025-11-01
"888G3||Varible intake manifold flap valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,1229.6599999999999,2024-08-01,2025-08-01
"888evo4||ACF valve||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,141.7,2024-04-01,2024-04-01
888evo4||ACF valve||REDUCTION,1,122.08,2025-04-01,2025-04-01
888evo4||ACF valve||Repair as instructed,1,250.1,2025-04-01,2025-04-01
"888evo4||ACF valve||STIFF (STICKS, JAMS,SEIZED)",5,688.57,2024-05-01,2025-08-01
888evo4||Activated charcoal filter pipe||LEAKING,3,618.36,2024-12-01,2025-07-01
"888evo4||Balance shaft||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,4294.5,2025-04-01,2025-04-01
"888evo4||Balance shaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,356.5,2024-08-01,2025-11-01
888evo4||Base engine||NOISY,1,5618.51,2025-02-01,2025-02-01
888evo4||Camshaft adjuster||LEAKING,3,639.9499999999999,2024-12-01,2025-10-01
888evo4||Camshaft adjuster||NOISY,1,222.89,2025-10-01,2025-10-01
"888evo4||Camshaft adjuster||STIFF (STICKS, JAMS,SEIZED)",1,176.82,2024-05-01,2024-05-01
888evo4||Camshaft housing||NOISY,1,20.83,2025-11-01,2025-11-01
"888evo4||Camshaft oil seal toothed belt side||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,66.48,2025-02-01,2025-02-01
888evo4||Camshaft seal||LEAKING,2,1766.24,2024-07-01,2025-04-01
"888evo4||Camshaft||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",3,4998.86,2024-08-01,2025-06-01
"888evo4||Camshaft||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",3,4384.4,2024-09-01,2025-04-01
"888evo4||Carburettor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,47.98,2025-06-01,2025-06-01
"888evo4||Chain housing cover||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,223.32,2025-05-01,2025-05-01
"888evo4||Chain tensioner||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",2,579.74,2024-09-01,2025-06-01
888evo4||Chain tensioner||NOISY,2,756.5,2024-07-01,2025-10-01
"888evo4||Combi-valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,97.96,2024-12-01,2024-12-01
"888evo4||Compressor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,1446.1100000000001,2024-04-01,2025-09-01
888evo4||Conrod bearing||NOISY,3,19130.24,2024-05-01,2025-08-01
"888evo4||Control housing||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,303.76,2025-05-01,2025-05-01
888evo4||Control housing||LEAKING,2,296.99,2024-12-01,2025-10-01
888evo4||Control housing||Repair as instructed,1,506.17,2025-08-01,2025-08-01
888evo4||Coolant pump seals||LEAKING,6,3630.62,2024-05-01,2025-11-01
"888evo4||Coolant pump seals||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,670.35,2025-01-01,2025-10-01
888evo4||Coolant pump||ELECTRICAL FAULT,4,2029.71,2025-01-01,2025-10-01
888evo4||Coolant pump||NOISY,1,380.09,2025-10-01,2025-10-01
888evo4||Coolant pump||Repair as instructed,1,656.14,2025-05-01,2025-05-01
"888evo4||Coolant pump||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,384.82,2024-11-01,2025-08-01
888evo4||Coolant temperature sender||LEAKING,4,784.84,2024-06-01,2025-02-01
888evo4||Coolant temperature sender||Repair as instructed,1,138.33,2025-09-01,2025-09-01
888evo4||Crankcase breather||INEFFECTIVE,1,343.19,2025-09-01,2025-09-01
888evo4||Crankcase breather||NOISY,1,73.75,2025-07-01,2025-07-01
"888evo4||Crankcase breather||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,339.76,2025-07-01,2025-07-01
888evo4||Crankshaft bearing||NOISY,2,18038.480000000003,2024-11-01,2025-10-01
888evo4||Crankshaft bearing||Repair as instructed,1,5099.18,2025-01-01,2025-01-01
"888evo4||Crankshaft oil seal, pulley end||LEAKING",4,1439.24,2024-09-01,2025-11-01
"888evo4||Crankshaft oil seal, pulley end||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,1070.91,2025-05-01,2025-10-01
"888evo4||Crankshaft vibration damper||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,2398.19,2025-04-01,2025-09-01
"888evo4||Crankshaft vibration damper||VIBRATION,OUT OF BALANCE,OUT OF ROUND,",1,531.38,2025-11-01,2025-11-01
"888evo4||Crankshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,18458.42,2024-07-01,2025-05-01
888evo4||Cylinder block||Abnormal wear,1,7035.12,2025-03-01,2025-03-01
888evo4||Cylinder block||LEAKING,4,18581.06,2024-07-01,2025-07-01
888evo4||Cylinder block||REDUCTION,1,5014.48,2025-11-01,2025-11-01
"888evo4||Cylinder block||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,10222.2,2024-11-01,2025-06-01
"888evo4||Cylinder head cover gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,2312.72,2024-07-01,2025-04-01
"888evo4||Cylinder head fasteners||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",2,371.51,2024-08-01,2024-11-01
"888evo4||Cylinder head fasteners||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,101.38,2025-09-01,2025-09-01
888evo4||Cylinder head||NOISY,3,6977.5599999999995,2024-05-01,2025-10-01
888evo4||Cylinder head||Repair as instructed,5,19434.989999999998,2024-04-01,2025-07-01
"888evo4||Damper||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,548.08,2025-07-01,2025-07-01
"888evo4||Deflector plate||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,41.76,2025-06-01,2025-06-01
"888evo4||Deflector plate||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,790.9300000000001,2025-01-01,2025-05-01
"888evo4||Dipstick||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,60.2,2025-09-01,2025-09-01
888evo4||Dipstick||LEAKING,4,436.8,2024-10-01,2025-11-01
888evo4||Dipstick||MISSING STANDARD PART,1,56.42,2025-01-01,2025-01-01
"888evo4||Drive plate for converter||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1376.58,2025-08-01,2025-08-01
"888evo4||EGR throttle valve part||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,93.82,2025-05-01,2025-05-01
"888evo4||Engine complete||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,1292.85,2025-03-01,2025-08-01
"888evo4||Engine speed sender wheel||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,162.45,2025-01-01,2025-04-01
"888evo4||Engine wiring loom||CABLE (CHAFED, SHORT CIRCUIT)",5,3272.11,2024-10-01,2025-06-01
"888evo4||Engine wiring loom||CABLE (PINCHED, SHORT CIRCUIT)",2,5100.7,2024-11-01,2024-12-01
"888evo4||Engine wiring loom||CABLE CONNECTION (LOOSE, INTERMITTENT, POOR GROUND)",5,2361.27,2024-07-01,2025-08-01
888evo4||Engine wiring loom||CONNECTOR HOUSING / COUPLING,4,1318.25,2025-05-01,2025-08-01
"888evo4||Engine wiring loom||CONTACT / PLUG (LOOSE, PINS PUSHED BACK)",3,2340.55,2024-04-01,2025-06-01
"888evo4||Engine wiring loom||CONTACT / PLUG (REVERSE POLARITY, INCORRECT HOUSING LOCK)",2,798.51,2025-01-01,2025-08-01
888evo4||Engine wiring loom||CRIMP CONTACT (CRIMPED OVER INSULATION),1,1079.8,2025-06-01,2025-06-01
"888evo4||Engine wiring loom||ELECTRICAL SCREW CONNECTION (SCREW LOOSE, MISSING)",1,911.84,2025-03-01,2025-03-01
"888evo4||Engine wiring loom||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,335.66,2024-08-01,2024-08-01
"888evo4||Exhaust gas recirculation cooler||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,469.13,2025-08-01,2025-08-01
"888evo4||Exhaust gas recirculation valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,55.57,2024-11-01,2024-11-01
888evo4||Exhaust manifold gasket||LEAKING,1,160.12,2025-09-01,2025-09-01
"888evo4||Exhaust manifold securing parts||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,157.15,2025-06-01,2025-06-01
888evo4||Exhaust manifold||NOISY,1,144.86,2025-10-01,2025-10-01
888evo4||Fuel distributor||LEAKING,2,243.26,2025-04-01,2025-11-01
"888evo4||Fuel distributor||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,82.68,2025-02-01,2025-02-01
"888evo4||Fuel pressure regulating valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,168.53,2025-10-01,2025-10-01
888evo4||Fuel pressure sender||LEAKING,2,245.59,2025-04-01,2025-06-01
888evo4||Fuel pump||LEAKING,1,259.75,2025-08-01,2025-08-01
"888evo4||Fuel rail||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,137.55,2024-12-01,2025-11-01
888evo4||Gas injector||LEAKING,1,72.99,2025-10-01,2025-10-01
888evo4||Glow plug||ELECTRICAL FAULT,1,61.78,2025-08-01,2025-08-01
888evo4||High pressure pump||INEFFECTIVE,6,3244.0,2024-07-01,2025-10-01
888evo4||High pressure pump||LEAKING,9,3491.17,2024-12-01,2025-11-01
"888evo4||Hydraulic bucket tappet||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,2157.51,2025-11-01,2025-11-01
888evo4||Hydraulic bucket tappet||NOISY,2,4173.0,2024-09-01,2024-12-01
"888evo4||Idling + overrun cut off control valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,147.21,2025-09-01,2025-09-01
888evo4||Ignition coil||INEFFECTIVE,2,552.76,2025-07-01,2025-08-01
"888evo4||Ignition coil||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,242.63,2025-06-01,2025-06-01
"888evo4||Impulse sender for camshaft||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,73.58,2025-06-01,2025-06-01
"888evo4||Impulse sender for crankshaft||CABLE CONNECTION (LOOSE, INTERMITTENT, POOR GROUND)",1,827.96,2025-10-01,2025-10-01
"888evo4||Impulse sender for crankshaft||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,64.27,2024-12-01,2024-12-01
